target,label,layer,depth_heads,depth_decoder,r2,sigma_nmad,n_train,n_test
sps:logsfr_ratios_2,logsfr_ratios_2,z_head_hidden,0.8571428571428571,0.75,0.710389553942778,,6101,2905
sps:logsfr_ratios_2,logsfr_ratios_2,z_out,1.0,,0.5070868617523601,,6101,2905
sps:logsfr_ratios_2,logsfr_ratios_2,mu_15,1.0,0.75,0.9763948300804013,,6101,2905
sps:logsfr_ratios_2,logsfr_ratios_2,log_spec,,0.875,0.8723002872092827,,6101,2905
sps:logsfr_ratios_2,logsfr_ratios_2,m_ab_recon,,1.0,0.3958665563995548,,6101,2905
sps:logsfr_ratios_3,logsfr_ratios_3,x,0.0,0.0,0.6285337014216643,,6101,2905
sps:logsfr_ratios_3,logsfr_ratios_3,h0,0.14285714285714285,0.125,0.8266122388807644,,6101,2905
sps:logsfr_ratios_3,logsfr_ratios_3,h1_mid,0.2857142857142857,0.25,0.8578845028834493,,6101,2905
sps:logsfr_ratios_3,logsfr_ratios_3,h1,0.42857142857142855,0.375,0.8979980637261205,,6101,2905
sps:logsfr_ratios_3,logsfr_ratios_3,h2_mid,0.5714285714285714,0.5,0.8921964904006239,,6101,2905
sps:logsfr_ratios_3,logsfr_ratios_3,h2,0.7142857142857143,0.625,0.9561005898227806,,6101,2905
sps:logsfr_ratios_3,logsfr_ratios_3,z_head_hidden,0.8571428571428571,0.75,0.742205129101849,,6101,2905
sps:logsfr_ratios_3,logsfr_ratios_3,z_out,1.0,,0.14972130999201405,,6101,2905
sps:logsfr_ratios_3,logsfr_ratios_3,mu_15,1.0,0.75,0.9824725708445675,,6101,2905
sps:logsfr_ratios_3,logsfr_ratios_3,log_spec,,0.875,0.9796121476595763,,6101,2905
sps:logsfr_ratios_3,logsfr_ratios_3,m_ab_recon,,1.0,0.49677907472277927,,6101,2905
sps:logsfr_ratios_4,logsfr_ratios_4,x,0.0,0.0,0.525326973920824,,6101,2905
sps:logsfr_ratios_4,logsfr_ratios_4,h0,0.14285714285714285,0.125,0.8226534309995025,,6101,2905
sps:logsfr_ratios_4,logsfr_ratios_4,h1_mid,0.2857142857142857,0.25,0.8579731037616144,,6101,2905
sps:logsfr_ratios_4,logsfr_ratios_4,h1,0.42857142857142855,0.375,0.889531190678438,,6101,2905
sps:logsfr_ratios_4,logsfr_ratios_4,h2_mid,0.5714285714285714,0.5,0.9475475347912025,,6101,2905
sps:logsfr_ratios_4,logsfr_ratios_4,h2,0.7142857142857143,0.625,0.9811325522112376,,6101,2905
sps:logsfr_ratios_4,logsfr_ratios_4,z_head_hidden,0.8571428571428571,0.75,0.8668020850902973,,6101,2905
sps:logsfr_ratios_4,logsfr_ratios_4,z_out,1.0,,0.823376398763361,,6101,2905
sps:logsfr_ratios_4,logsfr_ratios_4,mu_15,1.0,0.75,0.9982087403998645,,6101,2905
sps:logsfr_ratios_4,logsfr_ratios_4,log_spec,,0.875,0.9942593175785944,,6101,2905
sps:logsfr_ratios_4,logsfr_ratios_4,m_ab_recon,,1.0,0.3503177368257777,,6101,2905
sps:logsfr_ratios_5,logsfr_ratios_5,x,0.0,0.0,0.13120527689535721,,6101,2905
sps:logsfr_ratios_5,logsfr_ratios_5,h0,0.14285714285714285,0.125,0.4758061740430104,,6101,2905
sps:logsfr_ratios_5,logsfr_ratios_5,h1_mid,0.2857142857142857,0.25,0.5161391674077245,,6101,2905
sps:logsfr_ratios_5,logsfr_ratios_5,h1,0.42857142857142855,0.375,0.6017091518956675,,6101,2905
sps:logsfr_ratios_5,logsfr_ratios_5,h2_mid,0.5714285714285714,0.5,0.6881862452590943,,6101,2905
sps:logsfr_ratios_5,logsfr_ratios_5,h2,0.7142857142857143,0.625,0.907551450229451,,6101,2905
sps:logsfr_ratios_5,logsfr_ratios_5,z_head_hidden,0.8571428571428571,0.75,0.6396897303164765,,6101,2905
sps:logsfr_ratios_5,logsfr_ratios_5,z_out,1.0,,0.25249996340381,,6101,2905
sps:logsfr_ratios_5,logsfr_ratios_5,mu_15,1.0,0.75,0.9948237375055987,,6101,2905
sps:logsfr_ratios_5,logsfr_ratios_5,log_spec,,0.875,0.8147222538190246,,6101,2905
sps:logsfr_ratios_5,logsfr_ratios_5,m_ab_recon,,1.0,0.4971917030390287,,6101,2905
